0.0000000 -0.0000000E+00
0.0000025 -2.7839385E-04
0.0000099 -5.5641393E-04
0.0000222 -8.3405951E-04
0.0000395 -1.1113298E-03
0.0000617 -1.3882241E-03
0.0000888 -1.6647415E-03
0.0001209 -1.9408813E-03
0.0001579 -2.2166424E-03
0.0001998 -2.4920242E-03
0.0002467 -2.7670255E-03
0.0002985 -3.0416456E-03
0.0003553 -3.3158833E-03
0.0004169 -3.5897378E-03
0.0004835 -3.8632079E-03
0.0005551 -4.1362927E-03
0.0006315 -4.4089910E-03
0.0007129 -4.6813017E-03
0.0007992 -4.9532237E-03
0.0008905 -5.2247559E-03
0.0009866 -5.4958969E-03
0.0010877 -5.7666458E-03
0.0011937 -6.0370010E-03
0.0013047 -6.3069615E-03
0.0014205 -6.5765259E-03
0.0015413 -6.8456929E-03
0.0016670 -7.1144611E-03
0.0017977 -7.3828292E-03
0.0019332 -7.6507957E-03
0.0020736 -7.9183593E-03
0.0022190 -8.1855184E-03
0.0023693 -8.4522716E-03
0.0025245 -8.7186174E-03
0.0026846 -8.9845543E-03
0.0028496 -9.2500806E-03
0.0030195 -9.5151948E-03
0.0031943 -9.7798954E-03
0.0033741 -1.0044181E-02
0.0035587 -1.0308049E-02
0.0037482 -1.0571498E-02
0.0039426 -1.0834527E-02
0.0041420 -1.1097134E-02
0.0043462 -1.1359318E-02
0.0045553 -1.1621075E-02
0.0047693 -1.1882405E-02
0.0049882 -1.2143306E-02
0.0052119 -1.2403775E-02
0.0054406 -1.2663812E-02
0.0056741 -1.2923413E-02
0.0059125 -1.3182578E-02
0.0061558 -1.3441304E-02
0.0064040 -1.3699589E-02
0.0066570 -1.3957431E-02
0.0069149 -1.4214828E-02
0.0071777 -1.4471779E-02
0.0074453 -1.4728280E-02
0.0077178 -1.4984331E-02
0.0079952 -1.5239928E-02
0.0082774 -1.5495070E-02
0.0085645 -1.5749755E-02
0.0088564 -1.6003980E-02
0.0091531 -1.6257743E-02
0.0094547 -1.6511042E-02
0.0097612 -1.6763875E-02
0.0100725 -1.7016240E-02
0.0103886 -1.7268133E-02
0.0107095 -1.7519554E-02
0.0110353 -1.7770499E-02
0.0113659 -1.8020966E-02
0.0117014 -1.8270953E-02
0.0120416 -1.8520457E-02
0.0123867 -1.8769477E-02
0.0127366 -1.9018009E-02
0.0130913 -1.9266051E-02
0.0134507 -1.9513602E-02
0.0138150 -1.9760657E-02
0.0141841 -2.0007215E-02
0.0145580 -2.0253273E-02
0.0149367 -2.0498829E-02
0.0153202 -2.0743880E-02
0.0157084 -2.0988424E-02
0.0161014 -2.1232457E-02
0.0164993 -2.1475978E-02
0.0169018 -2.1718984E-02
0.0173092 -2.1961471E-02
0.0177213 -2.2203439E-02
0.0181382 -2.2444883E-02
0.0185598 -2.2685800E-02
0.0189862 -2.2926190E-02
0.0194173 -2.3166048E-02
0.0198532 -2.3405372E-02
0.0202938 -2.3644159E-02
0.0207391 -2.3882406E-02
0.0211892 -2.4120111E-02
0.0216440 -2.4357271E-02
0.0221035 -2.4593883E-02
0.0225677 -2.4829944E-02
0.0230367 -2.5065452E-02
0.0235103 -2.5300403E-02
0.0239887 -2.5534794E-02
0.0244717 -2.5768624E-02
0.0249595 -2.6001888E-02
0.0254519 -2.6234584E-02
0.0259490 -2.6466710E-02
0.0264508 -2.6698261E-02
0.0269573 -2.6929236E-02
0.0274685 -2.7159631E-02
0.0279843 -2.7389443E-02
0.0285047 -2.7618670E-02
0.0290298 -2.7847308E-02
0.0295596 -2.8075355E-02
0.0300940 -2.8302807E-02
0.0306331 -2.8529661E-02
0.0311768 -2.8755915E-02
0.0317251 -2.8981565E-02
0.0322780 -2.9206609E-02
0.0328355 -2.9431043E-02
0.0333977 -2.9654864E-02
0.0339644 -2.9878069E-02
0.0345358 -3.0100656E-02
0.0351118 -3.0322620E-02
0.0356923 -3.0543960E-02
0.0362774 -3.0764672E-02
0.0368671 -3.0984752E-02
0.0374614 -3.1204198E-02
0.0380602 -3.1423007E-02
0.0386636 -3.1641176E-02
0.0392716 -3.1858701E-02
0.0398841 -3.2075579E-02
0.0405011 -3.2291808E-02
0.0411227 -3.2507384E-02
0.0417488 -3.2722304E-02
0.0423794 -3.2936564E-02
0.0430146 -3.3150163E-02
0.0436542 -3.3363096E-02
0.0442984 -3.3575361E-02
0.0449470 -3.3786954E-02
0.0456002 -3.3997872E-02
0.0462578 -3.4208112E-02
0.0469199 -3.4417671E-02
0.0475865 -3.4626546E-02
0.0482575 -3.4834734E-02
0.0489330 -3.5042232E-02
0.0496130 -3.5249035E-02
0.0502974 -3.5455142E-02
0.0509862 -3.5660549E-02
0.0516795 -3.5865253E-02
0.0523772 -3.6069251E-02
0.0530793 -3.6272540E-02
0.0537858 -3.6475116E-02
0.0544967 -3.6676976E-02
0.0552121 -3.6878118E-02
0.0559318 -3.7078538E-02
0.0566559 -3.7278234E-02
0.0573843 -3.7477201E-02
0.0581172 -3.7675437E-02
0.0588544 -3.7872938E-02
0.0595959 -3.8069703E-02
0.0603418 -3.8265727E-02
0.0610921 -3.8461007E-02
0.0618467 -3.8655540E-02
0.0626056 -3.8849324E-02
0.0633688 -3.9042355E-02
0.0641363 -3.9234630E-02
0.0649081 -3.9426146E-02
0.0656842 -3.9616900E-02
0.0664646 -3.9806889E-02
0.0672493 -3.9996110E-02
0.0680383 -4.0184560E-02
0.0688315 -4.0372235E-02
0.0696290 -4.0559134E-02
0.0704307 -4.0745252E-02
0.0712367 -4.0930587E-02
0.0720469 -4.1115135E-02
0.0728613 -4.1298895E-02
