  8.1173573E-03   0.0000000E+00  -1.7690093E-06   1.5139832E-07  -3.1095360E-12  -1.7677012E-06   1.5134236E-07  -1.1758401E-10  -1.7695980E-06   1.5149782E-07  -2.5970256E-10  -1.7689170E-06   1.5143452E-07   3.1592333E-10  -1.7686425E-06   1.5142450E-07  -2.4879157E-10  -1.7694747E-06   1.5147891E-07   1.3954989E-10  -1.7684530E-06   1.5140742E-07  -3.6274226E-11  -1.7694037E-06   1.5147620E-07  -3.7637020E-11  -1.7686614E-06   1.5142102E-07   7.6828849E-11  -1.7691609E-06   1.5145928E-07  -8.7258482E-11  -1.7688714E-06   1.5143623E-07   8.0172890E-11  -1.7690129E-06   1.5144810E-07  -6.7467121E-11  -1.7689599E-06   1.5144338E-07   5.8556911E-11  -1.7689599E-06   1.5144338E-07  -5.8556720E-11  -1.7690129E-06   1.5144810E-07   6.7467069E-11  -1.7688714E-06   1.5143623E-07  -8.0173243E-11  -1.7691609E-06   1.5145928E-07   8.7258727E-11  -1.7686614E-06   1.5142102E-07  -7.6828696E-11  -1.7694037E-06   1.5147620E-07   3.7636838E-11  -1.7684530E-06   1.5140742E-07   3.6274464E-11  -1.7694747E-06   1.5147891E-07  -1.3955006E-10  -1.7686425E-06   1.5142450E-07   2.4879120E-10  -1.7689170E-06   1.5143452E-07  -3.1592315E-10  -1.7695980E-06   1.5149782E-07   2.5970272E-10  -1.7677012E-06   1.5134236E-07   1.1758396E-10
  3.1092355E-02  -2.2204460E-16  -3.6147763E-05   4.0795853E-06  -1.3736118E-11  -3.6130212E-05   4.0776371E-06   3.0215590E-09  -3.6148749E-05   4.0801018E-06  -1.2357478E-08  -3.6147452E-05   4.0796276E-06   9.0901547E-09  -3.6136737E-05   4.0786531E-06  -4.6354000E-09  -3.6152341E-05   4.0802770E-06   3.7995707E-10  -3.6137471E-05   4.0786519E-06   2.4329556E-09  -3.6148434E-05   4.0798999E-06  -3.5544017E-09  -3.6142269E-05   4.0791520E-06   3.3051390E-09  -3.6144336E-05   4.0794570E-06  -2.2395602E-09  -3.6144862E-05   4.0794444E-06   9.1845867E-10  -3.6143389E-05   4.0793350E-06   2.0881954E-10  -3.6144487E-05   4.0794278E-06  -8.4482162E-10  -3.6144487E-05   4.0794278E-06   8.4482425E-10  -3.6143389E-05   4.0793350E-06  -2.0881993E-10  -3.6144862E-05   4.0794444E-06  -9.1846099E-10  -3.6144336E-05   4.0794570E-06   2.2395603E-09  -3.6142269E-05   4.0791520E-06  -3.3051389E-09  -3.6148434E-05   4.0798999E-06   3.5544010E-09  -3.6137471E-05   4.0786519E-06  -2.4329553E-09  -3.6152341E-05   4.0802770E-06  -3.7995656E-10  -3.6136737E-05   4.0786531E-06   4.6354002E-09  -3.6147452E-05   4.0796276E-06  -9.0901554E-09  -3.6148749E-05   4.0801018E-06   1.2357478E-08  -3.6130212E-05   4.0776371E-06  -3.0215587E-09
  5.4123094E-02   0.0000000E+00  -1.1084111E-04   1.4598741E-05   2.0099043E-11  -1.1081698E-04   1.4595314E-05   1.0524025E-09  -1.1085726E-04   1.4601759E-05  -2.5277253E-08  -1.1085514E-04   1.4600510E-05   1.8950129E-08  -1.1083199E-04   1.4598086E-05  -1.1112280E-08  -1.1086510E-04   1.4602066E-05   1.8786587E-09  -1.1083384E-04   1.4598173E-05   4.0835170E-09  -1.1085657E-04   1.4601065E-05  -6.7444288E-09  -1.1084408E-04   1.4599422E-05   6.6272739E-09  -1.1084796E-04   1.4600004E-05  -4.7937948E-09  -1.1084942E-04   1.4600090E-05   2.3520037E-09  -1.1084610E-04   1.4599755E-05  -2.1197937E-10  -1.1084851E-04   1.4600011E-05  -1.0104200E-09  -1.1084851E-04   1.4600011E-05   1.0104233E-09  -1.1084610E-04   1.4599755E-05   2.1197834E-10  -1.1084942E-04   1.4600090E-05  -2.3520069E-09  -1.1084796E-04   1.4600004E-05   4.7937945E-09  -1.1084408E-04   1.4599422E-05  -6.6272732E-09  -1.1085657E-04   1.4601065E-05   6.7444286E-09  -1.1083384E-04   1.4598173E-05  -4.0835166E-09  -1.1086510E-04   1.4602066E-05  -1.8786581E-09  -1.1083199E-04   1.4598086E-05   1.1112280E-08  -1.1085514E-04   1.4600510E-05  -1.8950129E-08  -1.1085726E-04   1.4601759E-05   2.5277253E-08  -1.1081698E-04   1.4595314E-05  -1.0524028E-09
  7.7151818E-02  -3.3306691E-16  -2.2584924E-04   3.3205169E-05   5.7936793E-11  -2.2581716E-04   3.3198984E-05  -1.7952699E-09  -2.2588800E-04   3.3211448E-05  -4.4419149E-08  -2.2588406E-04   3.3209098E-05   3.2708095E-08  -2.2584377E-04   3.3204356E-05  -1.9241034E-08  -2.2590137E-04   3.3211943E-05   3.4997925E-09  -2.2584716E-04   3.3204673E-05   6.5427262E-09  -2.2588640E-04   3.3209956E-05  -1.1780423E-08  -2.2586515E-04   3.3207058E-05   1.1623593E-08  -2.2587124E-04   3.3207987E-05  -8.4438189E-09  -2.2587448E-04   3.3208256E-05   4.1282947E-09  -2.2586813E-04   3.3207573E-05  -3.1170963E-10  -2.2587265E-04   3.3208073E-05  -1.8791564E-09  -2.2587265E-04   3.3208073E-05   1.8791612E-09  -2.2586813E-04   3.3207573E-05   3.1170942E-10  -2.2587448E-04   3.3208256E-05  -4.1282994E-09  -2.2587124E-04   3.3207987E-05   8.4438171E-09  -2.2586515E-04   3.3207058E-05  -1.1623592E-08  -2.2588640E-04   3.3209956E-05   1.1780423E-08  -2.2584716E-04   3.3204673E-05  -6.5427269E-09  -2.2590137E-04   3.3211943E-05  -3.4997919E-09  -2.2584377E-04   3.3204356E-05   1.9241036E-08  -2.2588406E-04   3.3209098E-05  -3.2708094E-08  -2.2588800E-04   3.3211448E-05   4.4419149E-08  -2.2581716E-04   3.3198984E-05   1.7952692E-09
  1.0017707E-01   6.6613381E-16  -3.7936259E-04   6.0806948E-05   1.1648778E-10  -3.7932651E-04   6.0796950E-05  -9.4602275E-09  -3.7943588E-04   6.0817264E-05  -6.8817518E-08  -3.7942801E-04   6.0813563E-05   4.9881927E-08  -3.7936811E-04   6.0805723E-05  -3.0336123E-08  -3.7945554E-04   6.0818034E-05   6.1166309E-09  -3.7937251E-04   6.0806410E-05   9.7433463E-09  -3.7943285E-04   6.0814721E-05  -1.7839267E-08  -3.7940021E-04   6.0810257E-05   1.7748554E-08  -3.7940937E-04   6.0811611E-05  -1.3335965E-08  -3.7941475E-04   6.0812116E-05   6.5254301E-09  -3.7940454E-04   6.0810995E-05  -5.2527427E-10  -3.7941177E-04   6.0811799E-05  -2.9364085E-09  -3.7941177E-04   6.0811799E-05   2.9364139E-09  -3.7940454E-04   6.0810995E-05   5.2527524E-10  -3.7941475E-04   6.0812116E-05  -6.5254341E-09  -3.7940937E-04   6.0811611E-05   1.3335962E-08  -3.7940021E-04   6.0810257E-05  -1.7748554E-08  -3.7943285E-04   6.0814721E-05   1.7839267E-08  -3.7937251E-04   6.0806410E-05  -9.7433470E-09  -3.7945554E-04   6.0818034E-05  -6.1166295E-09  -3.7936811E-04   6.0805723E-05   3.0336127E-08  -3.7942801E-04   6.0813563E-05  -4.9881927E-08  -3.7943588E-04   6.0817264E-05   6.8817515E-08  -3.7932651E-04   6.0796950E-05   9.4602268E-09
  1.2319757E-01  -3.7747583E-15  -5.7050914E-04   9.8209118E-05   1.9659801E-10  -5.7047563E-04   9.8194251E-05  -2.2905933E-08  -5.7063172E-04   9.8224084E-05  -9.8134976E-08  -5.7061672E-04   9.8218780E-05   7.0190072E-08  -5.7053576E-04   9.8207129E-05  -4.4343207E-08  -5.7065760E-04   9.8225181E-05   9.8544009E-09  -5.7054008E-04   9.8208290E-05   1.3094101E-08  -5.7062634E-04   9.8220261E-05  -2.5207863E-08  -5.7057938E-04   9.8213898E-05   2.5495390E-08  -5.7059259E-04   9.8215785E-05  -1.9086901E-08  -5.7060042E-04   9.8216541E-05   9.3636566E-09  -5.7058560E-04   9.8214925E-05  -9.5384888E-10  -5.7059610E-04   9.8216079E-05  -4.2483717E-09  -5.7059610E-04   9.8216079E-05   4.2483767E-09  -5.7058560E-04   9.8214925E-05   9.5385020E-10  -5.7060042E-04   9.8216541E-05  -9.3636610E-09  -5.7059259E-04   9.8215785E-05   1.9086896E-08  -5.7057938E-04   9.8213898E-05  -2.5495389E-08  -5.7062634E-04   9.8220261E-05   2.5207865E-08  -5.7054008E-04   9.8208290E-05  -1.3094102E-08  -5.7065760E-04   9.8225181E-05  -9.8543997E-09  -5.7053576E-04   9.8207129E-05   4.4343211E-08  -5.7061672E-04   9.8218780E-05  -7.0190073E-08  -5.7063172E-04   9.8224084E-05   9.8134973E-08  -5.7047563E-04   9.8194251E-05   2.2905932E-08
  1.4621207E-01   3.3306691E-15  -7.9844746E-04   1.4608826E-04   2.9850864E-10  -7.9842494E-04   1.4606731E-04  -4.3174189E-08  -7.9863629E-04   1.4610821E-04  -1.3262377E-07  -7.9860970E-04   1.4610105E-04   9.3772106E-08  -7.9850717E-04   1.4608491E-04  -6.1455528E-08  -7.9866771E-04   1.4610969E-04   1.4753200E-08  -7.9850989E-04   1.4608663E-04   1.6557728E-08  -7.9862723E-04   1.4610291E-04  -3.3775048E-08  -7.9856266E-04   1.4609428E-04   3.4636790E-08  -7.9858118E-04   1.4609684E-04  -2.6130271E-08  -7.9859165E-04   1.4609785E-04   1.2899282E-08  -7.9857143E-04   1.4609568E-04  -1.1826934E-09  -7.9858582E-04   1.4609723E-04  -5.6430244E-09  -7.9858582E-04   1.4609723E-04   5.6430297E-09  -7.9857143E-04   1.4609568E-04   1.1826956E-09  -7.9859165E-04   1.4609785E-04  -1.2899286E-08  -7.9858118E-04   1.4609684E-04   2.6130265E-08  -7.9856266E-04   1.4609428E-04  -3.4636792E-08  -7.9862723E-04   1.4610291E-04   3.3775050E-08  -7.9850989E-04   1.4608663E-04  -1.6557729E-08  -7.9866771E-04   1.4610969E-04  -1.4753199E-08  -7.9850717E-04   1.4608491E-04   6.1455532E-08  -7.9860970E-04   1.4610105E-04  -9.3772107E-08  -7.9863629E-04   1.4610821E-04   1.3262377E-07  -7.9842494E-04   1.4606731E-04   4.3174189E-08
  1.6921932E-01  -3.6637360E-15  -1.0623631E-03   2.0502506E-04   4.2411619E-10  -1.0623619E-03   2.0499677E-04  -7.1563067E-08  -1.0626375E-03   2.0505013E-04  -1.7238626E-07  -1.0625938E-03   2.0504084E-04   1.2063035E-07  -1.0624701E-03   2.0501963E-04  -8.1979115E-08  -1.0626734E-03   2.0505204E-04   2.0989833E-08  -1.0624692E-03   2.0502194E-04   2.0175648E-08  -1.0626231E-03   2.0504321E-04  -4.3580392E-08  -1.0625374E-03   2.0503190E-04   4.5134470E-08  -1.0625626E-03   2.0503531E-04  -3.4295906E-08  -1.0625759E-03   2.0503655E-04   1.7189719E-08  -1.0625495E-03   2.0503379E-04  -1.7189904E-09  -1.0625683E-03   2.0503577E-04  -7.4346601E-09  -1.0625683E-03   2.0503577E-04   7.4346664E-09  -1.0625495E-03   2.0503379E-04   1.7189930E-09  -1.0625759E-03   2.0503655E-04  -1.7189722E-08  -1.0625626E-03   2.0503531E-04   3.4295900E-08  -1.0625374E-03   2.0503190E-04  -4.5134473E-08  -1.0626231E-03   2.0504321E-04   4.3580392E-08  -1.0624692E-03   2.0502194E-04  -2.0175648E-08  -1.0626734E-03   2.0505204E-04  -2.0989830E-08  -1.0624701E-03   2.0501963E-04   8.1979119E-08  -1.0625938E-03   2.0504084E-04  -1.2063035E-07  -1.0626375E-03   2.0505013E-04   1.7238626E-07  -1.0623619E-03   2.0499677E-04   7.1563068E-08
  1.9221810E-01   0.0000000E+00  -1.3614920E-03   2.7553168E-04   5.7488483E-10  -1.3615240E-03   2.7549468E-04  -1.0922111E-07  -1.3618736E-03   2.7556178E-04  -2.1756374E-07  -1.3618062E-03   2.7555008E-04   1.5078904E-07  -1.3616624E-03   2.7552327E-04  -1.0612043E-07  -1.3619122E-03   2.7556418E-04   2.8704181E-08  -1.3616555E-03   2.7552615E-04   2.3857587E-08  -1.3618518E-03   2.7555310E-04  -5.4577584E-08  -1.3617411E-03   2.7553869E-04   5.7194034E-08  -1.3617746E-03   2.7554315E-04  -4.3802272E-08  -1.3617907E-03   2.7554459E-04   2.1901261E-08  -1.3617574E-03   2.7554118E-04  -2.3575032E-09  -1.3617813E-03   2.7554364E-04  -9.2976587E-09  -1.3617813E-03   2.7554364E-04   9.2976650E-09  -1.3617574E-03   2.7554118E-04   2.3575051E-09  -1.3617907E-03   2.7554459E-04  -2.1901264E-08  -1.3617746E-03   2.7554315E-04   4.3802266E-08  -1.3617411E-03   2.7553869E-04  -5.7194037E-08  -1.3618518E-03   2.7555310E-04   5.4577585E-08  -1.3616555E-03   2.7552615E-04  -2.3857586E-08  -1.3619122E-03   2.7556418E-04  -2.8704179E-08  -1.3616624E-03   2.7552327E-04   1.0612043E-07  -1.3618062E-03   2.7555008E-04  -1.5078904E-07  -1.3618736E-03   2.7556178E-04   2.1756374E-07  -1.3615240E-03   2.7549468E-04   1.0922111E-07
  2.1520719E-01  -9.9920072E-16  -1.6950932E-03   3.5806053E-04   7.5180866E-10  -1.6951719E-03   3.5801341E-04  -1.5724974E-07  -1.6956057E-03   3.5809535E-04  -2.6835705E-07  -1.6955071E-03   3.5808092E-04   1.8429257E-07  -1.6953449E-03   3.5804809E-04  -1.3408907E-07  -1.6956450E-03   3.5809830E-04   3.8101305E-08  -1.6953293E-03   3.5805148E-04   2.7596547E-08  -1.6955740E-03   3.5808484E-04  -6.7024558E-08  -1.6954345E-03   3.5806684E-04   7.0660785E-08  -1.6954777E-03   3.5807258E-04  -5.4496078E-08  -1.6954967E-03   3.5807418E-04   2.7311220E-08  -1.6954559E-03   3.5807009E-04  -3.1567096E-09  -1.6954854E-03   3.5807308E-04  -1.1330532E-08  -1.6954854E-03   3.5807308E-04   1.1330538E-08  -1.6954559E-03   3.5807009E-04   3.1567122E-09  -1.6954967E-03   3.5807418E-04  -2.7311223E-08  -1.6954777E-03   3.5807258E-04   5.4496072E-08  -1.6954345E-03   3.5806684E-04  -7.0660788E-08  -1.6955740E-03   3.5808484E-04   6.7024558E-08  -1.6953293E-03   3.5805148E-04  -2.7596547E-08  -1.6956450E-03   3.5809830E-04  -3.8101302E-08  -1.6953449E-03   3.5804809E-04   1.3408907E-07  -1.6955071E-03   3.5808092E-04  -1.8429257E-07  -1.6956057E-03   3.5809535E-04   2.6835705E-07  -1.6951719E-03   3.5801341E-04   1.5724974E-07
